variable_name_letters,number,label,variable_name
PPPACBE,6,6 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBF,6,Previous employer scheme non-current,PPP0215
PPPACBH,6,Playing musical instruments,PPP0217
PPPACBJ,6,Not stated/ not known - negative,PPP0219
PPPACCB,6,Not stated/ not known - negative,PPP0221
PPPACCD,6,Not stated/ not known - negative,PPP0223
PPPACCF,6,Not stated/ not known - negative,PPP0225
PPPACCH,6,Not stated/ not known - negative,PPP0227
PPPACCJ,6,Not stated/ not known - negative,PPP0229
PPPACDB,6,Not stated/ not known - negative,PPP0231
PPPACDD,6,Not stated/ not known - negative,PPP0233
PPPACDF,6,Not stated/ not known - negative,PPP0235
PPPACDH,6,Not stated/ not known - negative,PPP0237
PPPACDI,6,06 weeks,PPP0238
PPPACEA,6,Not stated/ not known - negative,PPP0240
PPPACEC,6,Not stated/ not known - negative,PPP0242
PPPACEE,6,Not stated/ not known - negative,PPP0244
PPPACEG,6,Not stated/ not known - negative,PPP0246
PPPACEI,6,Not stated/ not known - negative,PPP0248
PPPACFA,6,Not stated/ not known - negative,PPP0250
PPPACFC,6,Not stated/ not known - negative,PPP0252
UUUAAAE,7,Income unit no. 7;,UUU0004
UUUAAAG,7,7 persons,UUU0006
UUUAABB,7,A.C.T. and N.T.;,UUU0011
UUUAACB,7,7 years old,UUU0021
UUUAACE,7,Aged 35 to 39 years,UUU0024
UUUAACF,7,Africa,UUU0025
UUUAACH,7,Aged 35 to 39 years,UUU0027
UUUAACI,7,Africa,UUU0028
UUUAADD,7,No regular income,UUU0033
UUUAADE,7,No regular income,UUU0034
UUUAAFA,7,"Resident of special dwelling, or visitor to a private dwelling;",UUU0050
UUUABFJ,7,Selling produce,UUU0159
PPPAAAE,7,Income unit no. 7;,PPP0004
PPPAAAI,7,A.C.T. and N.T.;,PPP0008
PPPAAAJ,7,One parent with non-dependent children with or without other relatives,PPP0009
PPPAABA,7,One person with only his/her children under 15 years,PPP0010
PPPAACC,7,"Resident of special dwelling, or visitor to a private dwelling;",PPP0022
PPPAACG,7,Aged 35 to 39 years,PPP0026
PPPAACI,7,Seven months,PPP0028
PPPAACJ,7,Africa,PPP0029
PPPAADB,7,Non-family member;,PPP0031
PPPAADE,7,"Eldest of 2 or more related persons aged 15 or more, without spouses or children, and not related",PPP0034
PPPAADH,7,"Full-time, part-time and correspondence",PPP0037
PPPAADI,7,Bachelor degree or higher,PPP0038
PPPAADJ,7,Engineering,PPP0039
PPPAAEA,7,18 years or more,PPP0040
PPPAAEB,7,Unemployed,PPP0041
PPPAAEC,7,Unemployed looking for full-time/part-time work,PPP0042
PPPAAED,7,Unemployed looking for full-time/part-time work,PPP0043
PPPAAEH,7,Transport and storage,PPP0047
PPPAAEI,7,Transport and storage,PPP0048
PPPAAFB,7,"Plant and machine operators, and drivers",PPP0051
PPPAAFC,7,"Plant and machine operators, and drivers",PPP0052
PPPAAFD,7,"Plant and machine operators, and drivers",PPP0053
PPPAAFE,7,40 to 44 hours per week,PPP0054
PPPAAFF,7,40 to 44 hours per week,PPP0055
PPPAAFH,7,40 to 44 hours per week,PPP0057
PPPAAFJ,7,40 to 44 hours per week,PPP0059
PPPAAGA,7,07 weeks,PPP0060
PPPAAGB,7,07 weeks,PPP0061
PPPAAGC,7,07 weeks,PPP0062
PPPAAGD,7,07 weeks,PPP0063
PPPAAGE,7,07 weeks,PPP0064
PPPAAGF,7,07 weeks,PPP0065
PPPAAGG,7,07 weeks,PPP0066
PPPAAGH,7,07 weeks,PPP0067
PPPAAGJ,7,No regular income,PPP0069
PPPAAHA,7,No regular income,PPP0070
PPPABHC,7,07 weeks,PPP0172
PPPABHD,7,07 weeks,PPP0173
PPPABHE,7,07 weeks,PPP0174
PPPABHF,7,07 weeks,PPP0175
PPPABHG,7,07 weeks,PPP0176
PPPABHH,7,07 weeks,PPP0177
PPPABHI,7,07 weeks,PPP0178
PPPABHJ,7,07 weeks,PPP0179
PPPABIA,7,07 weeks,PPP0180
PPPABIB,7,07 weeks,PPP0181
PPPABIC,7,07 weeks,PPP0182
PPPABID,7,07 weeks,PPP0183
PPPABIE,7,07 weeks,PPP0184
PPPABIF,7,07 weeks,PPP0185
PPPABIG,7,07 weeks,PPP0186
PPPABIH,7,07 weeks,PPP0187
PPPABII,7,07 weeks,PPP0188
PPPABIJ,7,07 weeks,PPP0189
PPPACBE,7,7 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBF,7,Other scheme non-current;,PPP0215
PPPACBH,7,Selling produce,PPP0217
PPPACDI,7,07 weeks,PPP0238
UUUAAAG,8,8 persons,UUU0006
UUUAACB,8,8 years old,UUU0021
UUUAACE,8,Aged 40 to 44 years,UUU0024
UUUAACF,8,Oceania;,UUU0025
UUUAACH,8,Aged 40 to 44 years,UUU0027
UUUAACI,8,Oceania;,UUU0028
UUUAADD,8,Not able to calculate as at least one component was not stated or not known;,UUU0033
UUUAADE,8,Not able to calculate as at least one component was not stated or not known;,UUU0034
UUUAAEB,8,Value has been imputed,UUU0041
UUUAAED,8,Value has been imputed,UUU0043
UUUAAEF,8,Value has been imputed,UUU0045
UUUAAEH,8,Value has been imputed,UUU0047
UUUAAEJ,8,Value has been imputed,UUU0049
UUUAAFC,8,Value has been imputed,UUU0052
UUUAAFE,8,Value has been imputed,UUU0054
UUUAAFG,8,Value has been imputed,UUU0056
UUUAAFI,8,Value has been imputed,UUU0058
UUUAAGA,8,Value has been imputed,UUU0060
UUUAAGC,8,Value has been imputed,UUU0062
UUUAAGE,8,Value has been imputed,UUU0064
UUUAAGG,8,Value has been imputed,UUU0066
UUUAAGI,8,Value has been imputed,UUU0068
UUUAAHA,8,Value has been imputed,UUU0070
UUUAAHC,8,Value has been imputed,UUU0072
UUUAAHE,8,Value has been imputed,UUU0074
UUUAAHG,8,Value has been imputed,UUU0076
UUUAAHI,8,Value has been imputed,UUU0078
UUUAAIA,8,Value has been imputed,UUU0080
UUUAAIC,8,Value has been imputed,UUU0082
UUUAAIE,8,Value has been imputed,UUU0084
UUUAAIG,8,Value has been imputed,UUU0086
UUUAAII,8,Value has been imputed,UUU0088
UUUAAJA,8,Value has been imputed,UUU0090
UUUAAJC,8,Value has been imputed,UUU0092
UUUAAJE,8,Value has been imputed,UUU0094
UUUAAJG,8,Value has been imputed,UUU0096
UUUAAJI,8,Value has been imputed,UUU0098
UUUABAA,8,Value has been imputed,UUU0100
UUUABAC,8,Value has been imputed,UUU0102
UUUABAE,8,Value has been imputed,UUU0104
UUUABAG,8,Value has been imputed,UUU0106
UUUABAI,8,Value has been imputed,UUU0108
UUUABBA,8,Value has been imputed,UUU0110
UUUABBC,8,Value has been imputed,UUU0112
UUUABBE,8,Value has been imputed,UUU0114
UUUABBG,8,Value has been imputed,UUU0116
UUUABBI,8,Value has been imputed,UUU0118
UUUABCA,8,Value has been imputed,UUU0120
UUUABCC,8,Value has been imputed,UUU0122
UUUABCE,8,Value has been imputed,UUU0124
UUUABCG,8,Value has been imputed,UUU0126
UUUABCI,8,Value has been imputed,UUU0128
UUUABDA,8,Value has been imputed,UUU0130
UUUABDC,8,Value has been imputed,UUU0132
UUUABDE,8,Value has been imputed,UUU0134
UUUABDG,8,Value has been imputed,UUU0136
UUUABDI,8,Value has been imputed,UUU0138
UUUABEA,8,Value has been imputed,UUU0140
UUUABEC,8,Value has been imputed,UUU0142
UUUABEE,8,Value has been imputed,UUU0144
UUUABEG,8,Value has been imputed,UUU0146
UUUABEI,8,Value has been imputed,UUU0148
UUUABFA,8,Value has been imputed,UUU0150
UUUABFC,8,Value has been imputed,UUU0152
UUUABFE,8,Value has been imputed,UUU0154
UUUABFG,8,Value has been imputed,UUU0156
UUUABFI,8,Value has been imputed,UUU0158
UUUABFJ,8,Selling products,UUU0159
UUUABGB,8,Value has been imputed,UUU0161
UUUABGD,8,Value has been imputed,UUU0163
UUUABGF,8,Value has been imputed,UUU0165
UUUABGH,8,Value has been imputed,UUU0167
UUUABGJ,8,Value has been imputed,UUU0169
UUUABHB,8,Value has been imputed,UUU0171
UUUABHD,8,Value has been imputed,UUU0173
UUUABHF,8,Value has been imputed,UUU0175
UUUABHH,8,Value has been imputed,UUU0177
UUUABHJ,8,Value has been imputed,UUU0179
UUUABIB,8,Value has been imputed,UUU0181
UUUABID,8,Value has been imputed,UUU0183
UUUABIF,8,Value has been imputed,UUU0185
UUUABIH,8,Value has been imputed,UUU0187
UUUABIJ,8,Value has been imputed,UUU0189
UUUABJB,8,Value has been imputed,UUU0191
UUUABJD,8,Value has been imputed,UUU0193
UUUABJF,8,Value has been imputed,UUU0195
UUUABJH,8,Value has been imputed,UUU0197
PPPAAAJ,8,One person,PPP0009
PPPAABA,8,One person with only his/her children under 15 years and and unmarried children over 14 years,PPP0010
PPPAABF,8,Value has been imputed,PPP0015
PPPAABH,8,Value has been imputed,PPP0017
PPPAABJ,8,Value has been imputed,PPP0019
PPPAACB,8,Value has been imputed,PPP0021
PPPAACE,8,Value has been imputed,PPP0024
PPPAACG,8,Aged 40 to 44 years,PPP0026
PPPAACI,8,Eight months,PPP0028
PPPAACJ,8,Oceania;,PPP0029
PPPAADE,8,Son/daughter aged 15-20 years currently studying full-time,PPP0034
PPPAADH,8,Did not study during period;,PPP0037
PPPAADI,8,Other qualification,PPP0038
PPPAADJ,8,Architecture,PPP0039
PPPAAEA,8,Still at school;,PPP0040
PPPAAEB,8,Not in the labour force;,PPP0041
PPPAAEC,8,Not in the labour force;,PPP0042
PPPAAED,8,Not in the labour force;,PPP0043
PPPAAEH,8,Communication,PPP0047
PPPAAEI,8,Communication,PPP0048
PPPAAFB,8,Labourers and related workers,PPP0051
PPPAAFC,8,Labourers and related workers,PPP0052
PPPAAFD,8,Labourers and related workers,PPP0053
PPPAAFE,8,45 to 49 hours per week,PPP0054
PPPAAFF,8,45 to 49 hours per week,PPP0055
PPPAAFH,8,45 to 49 hours per week,PPP0057
PPPAAFJ,8,45 to 49 hours per week,PPP0059
PPPAAGA,8,08 weeks,PPP0060
PPPAAGB,8,08 weeks,PPP0061
PPPAAGC,8,08 weeks,PPP0062
PPPAAGD,8,08 weeks,PPP0063
PPPAAGE,8,08 weeks,PPP0064
PPPAAGF,8,08 weeks,PPP0065
PPPAAGG,8,08 weeks,PPP0066
PPPAAGH,8,08 weeks,PPP0067
PPPAAGJ,8,Not able to calculate as at least one component was not stated or not known;,PPP0069
PPPAAHA,8,Not able to calculate as at least one component was not stated or not known;,PPP0070
PPPAAHC,8,Value has been imputed,PPP0072
PPPAAHE,8,Value has been imputed,PPP0074
PPPAAHG,8,Value has been imputed,PPP0076
PPPAAHI,8,Value has been imputed,PPP0078
PPPAAIA,8,Value has been imputed,PPP0080
PPPAAIC,8,Value has been imputed,PPP0082
PPPAAIE,8,Value has been imputed,PPP0084
PPPAAIG,8,Value has been imputed,PPP0086
PPPAAIJ,8,Value has been imputed,PPP0089
PPPAAJB,8,Value has been imputed,PPP0091
PPPAAJD,8,Value has been imputed,PPP0093
PPPAAJF,8,Value has been imputed,PPP0095
PPPAAJH,8,Value has been imputed,PPP0097
PPPAAJJ,8,Value has been imputed,PPP0099
PPPABAB,8,Value has been imputed,PPP0101
PPPABAD,8,Value has been imputed,PPP0103
PPPABAF,8,Value has been imputed,PPP0105
PPPABAH,8,Value has been imputed,PPP0107
PPPABAJ,8,Value has been imputed,PPP0109
PPPABBB,8,Value has been imputed,PPP0111
PPPABBD,8,Value has been imputed,PPP0113
PPPABBF,8,Value has been imputed,PPP0115
PPPABBH,8,Value has been imputed,PPP0117
PPPABBJ,8,Value has been imputed,PPP0119
PPPABCB,8,Value has been imputed,PPP0121
PPPABCD,8,Value has been imputed,PPP0123
PPPABCF,8,Value has been imputed,PPP0125
PPPABCH,8,Value has been imputed,PPP0127
PPPABCJ,8,Value has been imputed,PPP0129
PPPABDB,8,Value has been imputed,PPP0131
PPPABDD,8,Value has been imputed,PPP0133
PPPABDF,8,Value has been imputed,PPP0135
PPPABDH,8,Value has been imputed,PPP0137
PPPABDJ,8,Value has been imputed,PPP0139
PPPABEB,8,Value has been imputed,PPP0141
PPPABED,8,Value has been imputed,PPP0143
PPPABEF,8,Value has been imputed,PPP0145
PPPABEH,8,Value has been imputed,PPP0147
PPPABEJ,8,Value has been imputed,PPP0149
PPPABFB,8,Value has been imputed,PPP0151
PPPABFD,8,Value has been imputed,PPP0153
PPPABFF,8,Value has been imputed,PPP0155
PPPABFH,8,Value has been imputed,PPP0157
PPPABFJ,8,Value has been imputed,PPP0159
PPPABGB,8,Value has been imputed,PPP0161
PPPABGD,8,Value has been imputed,PPP0163
PPPABGF,8,Value has been imputed,PPP0165
PPPABGH,8,Value has been imputed,PPP0167
PPPABGJ,8,Value has been imputed,PPP0169
PPPABHB,8,Value has been imputed,PPP0171
PPPABHC,8,08 weeks,PPP0172
PPPABHD,8,08 weeks,PPP0173
PPPABHE,8,08 weeks,PPP0174
PPPABHF,8,08 weeks,PPP0175
PPPABHG,8,08 weeks,PPP0176
PPPABHH,8,08 weeks,PPP0177
PPPABHI,8,08 weeks,PPP0178
PPPABHJ,8,08 weeks,PPP0179
PPPABIA,8,08 weeks,PPP0180
PPPABIB,8,08 weeks,PPP0181
PPPABIC,8,08 weeks,PPP0182
PPPABID,8,08 weeks,PPP0183
PPPABIE,8,08 weeks,PPP0184
PPPABIF,8,08 weeks,PPP0185
PPPABIG,8,08 weeks,PPP0186
PPPABIH,8,08 weeks,PPP0187
PPPABII,8,08 weeks,PPP0188
PPPABIJ,8,08 weeks,PPP0189
PPPABJD,8,Value has been imputed,PPP0193
PPPABJF,8,Value has been imputed,PPP0195
PPPABJH,8,Value has been imputed,PPP0197
PPPABJJ,8,Value has been imputed,PPP0199
PPPACAB,8,Value has been imputed,PPP0201
PPPACAD,8,Value has been imputed,PPP0203
PPPACAF,8,Value has been imputed,PPP0205
PPPACAH,8,Value has been imputed,PPP0207
PPPACAJ,8,Value has been imputed,PPP0209
PPPACBB,8,Value has been imputed,PPP0211
PPPACBD,8,Value has been imputed,PPP0213
PPPACBE,8,8 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBH,8,Selling products,PPP0217
PPPACBJ,8,Value has been imputed,PPP0219
PPPACCB,8,Value has been imputed,PPP0221
PPPACCD,8,Value has been imputed,PPP0223
PPPACCF,8,Value has been imputed,PPP0225
PPPACCH,8,Value has been imputed,PPP0227
PPPACCJ,8,Value has been imputed,PPP0229
PPPACDB,8,Value has been imputed,PPP0231
PPPACDD,8,Value has been imputed,PPP0233
PPPACDF,8,Value has been imputed,PPP0235
PPPACDH,8,Value has been imputed,PPP0237
PPPACDI,8,08 weeks,PPP0238
PPPACEA,8,Value has been imputed,PPP0240
PPPACEC,8,Value has been imputed,PPP0242
PPPACEE,8,Value has been imputed,PPP0244
PPPACEG,8,Value has been imputed,PPP0246
PPPACEI,8,Value has been imputed,PPP0248
PPPACFA,8,Value has been imputed,PPP0250
PPPACFC,8,Value has been imputed,PPP0252
UUUAAAG,9,9 persons,UUU0006
UUUAACB,9,9 years old,UUU0021
UUUAACE,9,Aged 45 to 49 years,UUU0024
UUUAACH,9,Aged 45 to 49 years,UUU0027
UUUAAEB,9,Derivation has failed;,UUU0041
UUUAAED,9,Derivation has failed;,UUU0043
UUUAAEF,9,Derivation has failed;,UUU0045
UUUAAEH,9,Derivation has failed;,UUU0047
UUUAAEJ,9,Derivation has failed;,UUU0049
UUUAAFC,9,Derivation has failed;,UUU0052
UUUAAFE,9,Derivation has failed;,UUU0054
UUUAAFG,9,Derivation has failed;,UUU0056
UUUAAFI,9,Derivation has failed;,UUU0058
UUUAAGA,9,Derivation has failed;,UUU0060
UUUAAGC,9,Derivation has failed;,UUU0062
UUUAAGE,9,Derivation has failed;,UUU0064
UUUAAGG,9,Derivation has failed;,UUU0066
UUUAAGI,9,Derivation has failed;,UUU0068
UUUAAHA,9,Derivation has failed;,UUU0070
UUUAAHC,9,Derivation has failed;,UUU0072
UUUAAHE,9,Derivation has failed;,UUU0074
UUUAAHG,9,Derivation has failed;,UUU0076
UUUAAHI,9,Derivation has failed;,UUU0078
UUUAAIA,9,Derivation has failed;,UUU0080
UUUAAIC,9,Derivation has failed;,UUU0082
UUUAAIE,9,Derivation has failed;,UUU0084
UUUAAIG,9,Derivation has failed;,UUU0086
UUUAAII,9,Derivation has failed;,UUU0088
UUUAAJA,9,Derivation has failed;,UUU0090
UUUAAJC,9,Derivation has failed;,UUU0092
UUUAAJE,9,Derivation has failed;,UUU0094
UUUAAJG,9,Derivation has failed;,UUU0096
UUUAAJI,9,Derivation has failed;,UUU0098
UUUABAA,9,Derivation has failed;,UUU0100
UUUABAC,9,Derivation has failed;,UUU0102
UUUABAE,9,Derivation has failed;,UUU0104
UUUABAG,9,Derivation has failed;,UUU0106
UUUABAI,9,Derivation has failed;,UUU0108
UUUABBA,9,Derivation has failed;,UUU0110
UUUABBC,9,Derivation has failed;,UUU0112
UUUABBE,9,Derivation has failed;,UUU0114
UUUABBG,9,Derivation has failed;,UUU0116
UUUABBI,9,Derivation has failed;,UUU0118
UUUABCA,9,Derivation has failed;,UUU0120
UUUABCC,9,Derivation has failed;,UUU0122
UUUABCE,9,Derivation has failed;,UUU0124
UUUABCG,9,Derivation has failed;,UUU0126
UUUABCI,9,Derivation has failed;,UUU0128
UUUABDA,9,Derivation has failed;,UUU0130
UUUABDC,9,Derivation has failed;,UUU0132
UUUABDE,9,Derivation has failed;,UUU0134
UUUABDG,9,Derivation has failed;,UUU0136
UUUABDI,9,Derivation has failed;,UUU0138
UUUABEA,9,Derivation has failed;,UUU0140
UUUABEC,9,Derivation has failed;,UUU0142
UUUABEE,9,Derivation has failed;,UUU0144
UUUABEG,9,Derivation has failed;,UUU0146
UUUABEI,9,Derivation has failed;,UUU0148
UUUABFA,9,Derivation has failed;,UUU0150
UUUABFC,9,Derivation has failed;,UUU0152
UUUABFE,9,Derivation has failed;,UUU0154
UUUABFG,9,Derivation has failed;,UUU0156
UUUABFI,9,Derivation has failed;,UUU0158
UUUABFJ,9,Share farmer,UUU0159
UUUABGB,9,Derivation has failed;,UUU0161
UUUABGD,9,Derivation has failed;,UUU0163
UUUABGF,9,Derivation has failed;,UUU0165
UUUABGH,9,Derivation has failed;,UUU0167
UUUABGJ,9,Derivation has failed;,UUU0169
UUUABHB,9,Derivation has failed;,UUU0171
UUUABHD,9,Derivation has failed;,UUU0173
UUUABHF,9,Derivation has failed;,UUU0175
UUUABHH,9,Derivation has failed;,UUU0177
UUUABHJ,9,Derivation has failed;,UUU0179
UUUABIB,9,Derivation has failed;,UUU0181
UUUABID,9,Derivation has failed;,UUU0183
UUUABIF,9,Derivation has failed;,UUU0185
UUUABIH,9,Derivation has failed;,UUU0187
UUUABIJ,9,Derivation has failed;,UUU0189
UUUABJB,9,Derivation has failed;,UUU0191
UUUABJD,9,Derivation has failed;,UUU0193
UUUABJF,9,Derivation has failed;,UUU0195
UUUABJH,9,Derivation has failed;,UUU0197
PPPAAAJ,9,All other family types;,PPP0009
PPPAABA,9,All other households,PPP0010
PPPAABF,9,Derivation has failed;,PPP0015
PPPAABH,9,Derivation has failed;,PPP0017
PPPAABJ,9,Derivation has failed;,PPP0019
PPPAACB,9,Derivation has failed;,PPP0021
PPPAACE,9,Derivation has failed;,PPP0024
PPPAACG,9,Aged 45 to 49 years,PPP0026
PPPAACI,9,Nine months,PPP0028
PPPAADE,9,Other son/daughter (of any age),PPP0034
PPPAADI,9,Never went to school;,PPP0038
PPPAADJ,9,"Social sciences, arts, humanities",PPP0039
PPPAAEH,9,"Finance, property and business services",PPP0047
PPPAAEI,9,"Finance, property and business services",PPP0048
PPPAAEJ,9,Not known;,PPP0049
PPPAAFA,9,Not known;,PPP0050
PPPAAFB,9,Defence forces;,PPP0051
PPPAAFC,9,Defence forces;,PPP0052
PPPAAFD,9,Defence forces;,PPP0053
PPPAAFE,9,50 hours per week or more;,PPP0054
PPPAAFF,9,50 hours per week or more;,PPP0055
PPPAAFH,9,50 hours per week or more;,PPP0057
PPPAAFJ,9,50 hours per week or more;,PPP0059
PPPAAGA,9,09 weeks,PPP0060
PPPAAGB,9,09 weeks,PPP0061
PPPAAGC,9,09 weeks,PPP0062
PPPAAGD,9,09 weeks,PPP0063
PPPAAGE,9,09 weeks,PPP0064
PPPAAGF,9,09 weeks,PPP0065
PPPAAGG,9,09 weeks,PPP0066
PPPAAGH,9,09 weeks,PPP0067
PPPAAHC,9,Derivation has failed;,PPP0072
PPPAAHE,9,Derivation has failed;,PPP0074
PPPAAHG,9,Derivation has failed;,PPP0076
PPPAAHI,9,Derivation has failed;,PPP0078
PPPAAIA,9,Derivation has failed;,PPP0080
PPPAAIC,9,Derivation has failed;,PPP0082
PPPAAIE,9,Derivation has failed;,PPP0084
PPPAAIG,9,Derivation has failed;,PPP0086
PPPAAIJ,9,Derivation has failed;,PPP0089
PPPAAJB,9,Derivation has failed;,PPP0091
PPPAAJD,9,Derivation has failed;,PPP0093
PPPAAJF,9,Derivation has failed;,PPP0095
PPPAAJH,9,Derivation has failed;,PPP0097
PPPAAJJ,9,Derivation has failed;,PPP0099
PPPABAB,9,Derivation has failed;,PPP0101
PPPABAD,9,Derivation has failed;,PPP0103
PPPABAF,9,Derivation has failed;,PPP0105
PPPABAH,9,Derivation has failed;,PPP0107
PPPABAJ,9,Derivation has failed;,PPP0109
PPPABBB,9,Derivation has failed;,PPP0111
PPPABBD,9,Derivation has failed;,PPP0113
PPPABBF,9,Derivation has failed;,PPP0115
PPPABBH,9,Derivation has failed;,PPP0117
PPPABBJ,9,Derivation has failed;,PPP0119
PPPABCB,9,Derivation has failed;,PPP0121
PPPABCD,9,Derivation has failed;,PPP0123
PPPABCF,9,Derivation has failed;,PPP0125
PPPABCH,9,Derivation has failed;,PPP0127
PPPABCJ,9,Derivation has failed;,PPP0129
PPPABDB,9,Derivation has failed;,PPP0131
PPPABDD,9,Derivation has failed;,PPP0133
PPPABDF,9,Derivation has failed;,PPP0135
PPPABDH,9,Derivation has failed;,PPP0137
PPPABDJ,9,Derivation has failed;,PPP0139
PPPABEB,9,Derivation has failed;,PPP0141
PPPABED,9,Derivation has failed;,PPP0143
PPPABEF,9,Derivation has failed;,PPP0145
PPPABEH,9,Derivation has failed;,PPP0147
PPPABEJ,9,Derivation has failed;,PPP0149
PPPABFB,9,Derivation has failed;,PPP0151
PPPABFD,9,Derivation has failed;,PPP0153
PPPABFF,9,Derivation has failed;,PPP0155
PPPABFH,9,Derivation has failed;,PPP0157
PPPABFJ,9,Derivation has failed;,PPP0159
PPPABGB,9,Derivation has failed;,PPP0161
PPPABGD,9,Derivation has failed;,PPP0163
PPPABGF,9,Derivation has failed;,PPP0165
PPPABGH,9,Derivation has failed;,PPP0167
PPPABGJ,9,Derivation has failed;,PPP0169
PPPABHB,9,Derivation has failed;,PPP0171
PPPABHC,9,09 weeks,PPP0172
PPPABHD,9,09 weeks,PPP0173
PPPABHE,9,09 weeks,PPP0174
PPPABHF,9,09 weeks,PPP0175
PPPABHG,9,09 weeks,PPP0176
PPPABHH,9,09 weeks,PPP0177
PPPABHI,9,09 weeks,PPP0178
PPPABHJ,9,09 weeks,PPP0179
PPPABIA,9,09 weeks,PPP0180
PPPABIB,9,09 weeks,PPP0181
PPPABIC,9,09 weeks,PPP0182
PPPABID,9,09 weeks,PPP0183
PPPABIE,9,09 weeks,PPP0184
PPPABIF,9,09 weeks,PPP0185
PPPABIG,9,09 weeks,PPP0186
PPPABIH,9,09 weeks,PPP0187
PPPABII,9,09 weeks,PPP0188
PPPABIJ,9,09 weeks,PPP0189
PPPABJD,9,Derivation has failed;,PPP0193
PPPABJF,9,Derivation has failed;,PPP0195
PPPABJH,9,Derivation has failed;,PPP0197
PPPABJJ,9,Derivation has failed;,PPP0199
PPPACAB,9,Derivation has failed;,PPP0201
PPPACAD,9,Derivation has failed;,PPP0203
PPPACAF,9,Derivation has failed;,PPP0205
PPPACAH,9,Derivation has failed;,PPP0207
PPPACAJ,9,Derivation has failed;,PPP0209
PPPACBB,9,Derivation has failed;,PPP0211
PPPACBD,9,Derivation has failed;,PPP0213
PPPACBE,9,9 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBH,9,Share farmer,PPP0217
PPPACBJ,9,Derivation has failed;,PPP0219
PPPACCB,9,Derivation has failed;,PPP0221
PPPACCD,9,Derivation has failed;,PPP0223
PPPACCF,9,Derivation has failed;,PPP0225
PPPACCH,9,Derivation has failed;,PPP0227
PPPACCJ,9,Derivation has failed;,PPP0229
PPPACDB,9,Derivation has failed;,PPP0231
PPPACDD,9,Derivation has failed;,PPP0233
PPPACDF,9,Derivation has failed;,PPP0235
PPPACDH,9,Derivation has failed;,PPP0237
PPPACDI,9,09 weeks,PPP0238
PPPACEA,9,Derivation has failed;,PPP0240
PPPACEC,9,Derivation has failed;,PPP0242
PPPACEE,9,Derivation has failed;,PPP0244
PPPACEG,9,Derivation has failed;,PPP0246
PPPACEI,9,Derivation has failed;,PPP0248
PPPACFA,9,Derivation has failed;,PPP0250
PPPACFC,9,Derivation has failed;,PPP0252
UUUAAAG,10,10 persons,UUU0006
UUUAACB,10,10 years old,UUU0021
UUUAACE,10,Aged 50 to 54 years,UUU0024
UUUAACH,10,Aged 50 to 54 years,UUU0027
UUUABFJ,10,Taxi driver,UUU0159
PPPAABA,10,"Visitor to a private dwelling, orredident in a special dwelling;",PPP0010
PPPAACG,10,Aged 50 to 54 years,PPP0026
PPPAACI,10,Ten months,PPP0028
PPPAADE,10,Other relative aged 15-20 years currently studying full-time,PPP0034
PPPAADJ,10,"Diploma - Business, administration, commerce",PPP0039
PPPAAEH,10,Public administration and defence,PPP0047
PPPAAEI,10,Public administration and defence,PPP0048
PPPAAGA,10,10 weeks,PPP0060
PPPAAGB,10,10 weeks,PPP0061
PPPAAGC,10,10 weeks,PPP0062
PPPAAGD,10,10 weeks,PPP0063
PPPAAGE,10,10 weeks,PPP0064
PPPAAGF,10,10 weeks,PPP0065
PPPAAGG,10,10 weeks,PPP0066
PPPAAGH,10,10 weeks,PPP0067
PPPABHC,10,10 weeks,PPP0172
PPPABHD,10,10 weeks,PPP0173
PPPABHE,10,10 weeks,PPP0174
PPPABHF,10,10 weeks,PPP0175
PPPABHG,10,10 weeks,PPP0176
PPPABHH,10,10 weeks,PPP0177
PPPABHI,10,10 weeks,PPP0178
PPPABHJ,10,10 weeks,PPP0179
PPPABIA,10,10 weeks,PPP0180
PPPABIB,10,10 weeks,PPP0181
PPPABIC,10,10 weeks,PPP0182
PPPABID,10,10 weeks,PPP0183
PPPABIE,10,10 weeks,PPP0184
PPPABIF,10,10 weeks,PPP0185
PPPABIG,10,10 weeks,PPP0186
PPPABIH,10,10 weeks,PPP0187
PPPABII,10,10 weeks,PPP0188
PPPABIJ,10,10 weeks,PPP0189
PPPACBE,10,10 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBH,10,Taxi driver,PPP0217
PPPACDI,10,10 weeks,PPP0238
UUUAAAG,11,11 persons;,UUU0006
UUUAACB,11,11 years old,UUU0021
UUUAACE,11,Aged 55 to 59 years,UUU0024
UUUAACH,11,Aged 55 to 59 years,UUU0027
UUUABFJ,11,Tutoring,UUU0159
PPPAACG,11,Aged 55 to 59 years,PPP0026
PPPAACI,11,Eleven months,PPP0028
PPPAADE,11,Other relative of family head,PPP0034
PPPAADJ,11,"Secretarial, typing, data processing",PPP0039
PPPAAEH,11,Community services,PPP0047
PPPAAEI,11,Community services,PPP0048
PPPAAGA,11,11 weeks,PPP0060
PPPAAGB,11,11 weeks,PPP0061
PPPAAGC,11,11 weeks,PPP0062
PPPAAGD,11,11 weeks,PPP0063
